TADEnd	TADidx	TADStart	chrom	custom_snp	db	gene_name	gene_type	group	start	stop	strand	type
155173376.0	205	154133376.0	1	rs1218582	HAVANA	UBE2Q1	protein_coding	prostate_cancer	154521053.0	154531504.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	UBE2Q1-AS1	antisense	prostate_cancer	154526085.0	154527493.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	CHRNB2	protein_coding	prostate_cancer	154540257.0	154552502.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	RP11-61L14.6	antisense	prostate_cancer	154551541.0	154552139.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	ADAR	protein_coding	prostate_cancer	154554538.0	154600475.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	ENSEMBL	AL606500.1	protein_coding	prostate_cancer	154585067.0	154585190.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	KCNN3	protein_coding	prostate_cancer	154669931.0	154842756.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	PMVK	protein_coding	prostate_cancer	154897210.0	154909467.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	RP11-307C12.13	lincRNA	prostate_cancer	154909846.0	154910535.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	PBXIP1	protein_coding	prostate_cancer	154916552.0	154928599.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	PYGO2	protein_coding	prostate_cancer	154929502.0	154936329.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	RP11-307C12.12	antisense	prostate_cancer	154934301.0	154935099.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	SHC1	protein_coding	prostate_cancer	154934774.0	154946871.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	CKS1B	protein_coding	prostate_cancer	154947129.0	154951725.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	ENSEMBL	MIR4258	miRNA	prostate_cancer	154948169.0	154948259.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	FLAD1	protein_coding	prostate_cancer	154955814.0	154965587.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	LENEP	protein_coding	prostate_cancer	154966062.0	154966791.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	ZBTB7B	protein_coding	prostate_cancer	154975127.0	154990998.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	DCST2	protein_coding	prostate_cancer	154990996.0	155006257.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	DCST1	protein_coding	prostate_cancer	155006300.0	155023406.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	RP11-307C12.11	antisense	prostate_cancer	155017667.0	155018594.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	ADAM15	protein_coding	prostate_cancer	155023042.0	155035252.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	EFNA4	protein_coding	prostate_cancer	155036207.0	155042029.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	EFNA3	protein_coding	prostate_cancer	155036224.0	155060014.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	EFNA3	protein_coding	prostate_cancer	155036224.0	155059283.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	ENSEMBL	Y_RNA	misc_RNA	prostate_cancer	155092966.0	155093074.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	EFNA1	protein_coding	prostate_cancer	155099936.0	155107333.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	SLC50A1	protein_coding	prostate_cancer	155107820.0	155111329.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	DPM3	protein_coding	prostate_cancer	155112367.0	155113071.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	ENSEMBL	RNU7-150P	snRNA	prostate_cancer	155115747.0	155115808.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	HMGN2P18	pseudogene	prostate_cancer	155121020.0	155121295.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	KRTCAP2	protein_coding	prostate_cancer	155141884.0	155145951.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	RP11-201K10.3	protein_coding	prostate_cancer	155141885.0	155159748.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	TRIM46	protein_coding	prostate_cancer	155145873.0	155157447.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	MUC1	protein_coding	prostate_cancer	155158300.0	155162707.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	ENSEMBL	MIR92B	miRNA	prostate_cancer	155164968.0	155165063.0	+	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	TPM3	protein_coding	prostate_cancer	154127784.0	154167124.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	THBS3	protein_coding	prostate_cancer	155165379.0	155178842.0	-	gene
155173376.0	205	154133376.0	1	rs1218582	HAVANA	RP11-263K19.4	antisense	prostate_cancer	155166659.0	155175286.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	MDM4	protein_coding	prostate_cancer	204485511.0	204542871.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-430C7.2	pseudogene	prostate_cancer	204497973.0	204498820.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	RNA5SP74	rRNA	prostate_cancer	204531541.0	204531649.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-430C7.4	antisense	prostate_cancer	204572163.0	204585693.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	LRRN2	protein_coding	prostate_cancer	204586298.0	204654861.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-430C7.5	lincRNA	prostate_cancer	204595903.0	204598840.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	AL161793.1	miRNA	prostate_cancer	204622230.0	204622314.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-23I7.1	lincRNA	prostate_cancer	204633000.0	204633741.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	RNA5SP75	rRNA	prostate_cancer	204676448.0	204676558.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	SCARNA20	snoRNA	prostate_cancer	204697119.0	204697234.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	NFASC	protein_coding	prostate_cancer	204797779.0	204991950.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	SNORD112	snoRNA	prostate_cancer	204873875.0	204873946.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-494K3.2	pseudogene	prostate_cancer	204915736.0	204916297.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	CNTN2	protein_coding	prostate_cancer	205012325.0	205047627.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	AL583832.1	miRNA	prostate_cancer	205031380.0	205031470.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	TMEM81	protein_coding	prostate_cancer	205052258.0	205053645.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RBBP5	protein_coding	prostate_cancer	205055270.0	205091143.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-536L3.4	pseudogene	prostate_cancer	205060291.0	205061074.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-383G10.1	pseudogene	prostate_cancer	205103774.0	205104078.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	DSTYK	protein_coding	prostate_cancer	205111632.0	205180727.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-383G10.3	pseudogene	prostate_cancer	205171319.0	205171870.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	TMCC2	protein_coding	prostate_cancer	205197304.0	205242471.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-383G10.5	antisense	prostate_cancer	205202949.0	205205995.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	NUAK2	protein_coding	prostate_cancer	205271187.0	205290883.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	KLHDC8A	protein_coding	prostate_cancer	205305220.0	205326218.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	SNRPGP10	pseudogene	prostate_cancer	205320375.0	205320599.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	LEMD1-AS1	antisense	prostate_cancer	205342380.0	205356568.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	LEMD1	protein_coding	prostate_cancer	205350506.0	205425082.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	MIR135B	miRNA	prostate_cancer	205417430.0	205417526.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-576D8.4	lincRNA	prostate_cancer	205425057.0	205438152.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	CDK18	protein_coding	prostate_cancer	205473723.0	205501921.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	RNU2-19P	snRNA	prostate_cancer	205535844.0	205535927.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	MFSD4	protein_coding	prostate_cancer	205538013.0	205572046.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	RNU6-418P	snRNA	prostate_cancer	205564169.0	205564275.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	ELK4	protein_coding	prostate_cancer	205577071.0	205601090.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	RP11-6B6.3	pseudogene	prostate_cancer	205594611.0	205595281.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	SLC45A3	protein_coding	prostate_cancer	205626979.0	205649587.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	NUCKS1	protein_coding	prostate_cancer	205681947.0	205719404.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	AC119673.1	protein_coding	prostate_cancer	205682497.0	205684153.0	+	gene
205733377.0	289	204453377.0	1	rs4245739	ENSEMBL	SNORA72	snoRNA	prostate_cancer	205700349.0	205700480.0	-	gene
205733377.0	289	204453377.0	1	rs4245739	HAVANA	PIK3C2B	protein_coding	prostate_cancer	204391756.0	204463852.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	C10orf25	protein_coding	prostate_cancer	45493146.0	45496336.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	ZNF22	protein_coding	prostate_cancer	45495923.0	45500774.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	CEP164P1	pseudogene	prostate_cancer	45497670.0	45642669.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	DUXAP4	pseudogene	prostate_cancer	45551104.0	45551716.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RP11-445N18.3	pseudogene	prostate_cancer	45568594.0	45568989.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RSU1P2	pseudogene	prostate_cancer	45595614.0	45611549.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	CUBNP3	pseudogene	prostate_cancer	45622766.0	45644362.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RP11-445N18.7	processed_transcript	prostate_cancer	45642842.0	45666837.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	ANKRD54P1	pseudogene	prostate_cancer	45646893.0	45647363.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	ANKRD30BP3	pseudogene	prostate_cancer	45652223.0	45672373.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	ENSEMBL	MIR3156-1	miRNA	prostate_cancer	45659462.0	45659536.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RP11-445N18.5	lincRNA	prostate_cancer	45659676.0	45676875.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	ENSEMBL	RNU6-1207P	snRNA	prostate_cancer	45684238.0	45684344.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	CUBNP2	pseudogene	prostate_cancer	45727474.0	45742809.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	OR6D1P	pseudogene	prostate_cancer	45753633.0	45754571.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	OR13A1	protein_coding	prostate_cancer	45798102.0	45811056.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	ALOX5	protein_coding	prostate_cancer	45869661.0	45941561.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RP11-67C2.2	antisense	prostate_cancer	45940018.0	45948569.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	MARCH8	protein_coding	prostate_cancer	45950035.0	46090354.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	ZFAND4	protein_coding	prostate_cancer	46111043.0	46168228.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	CTGLF10P	pseudogene	prostate_cancer	46174140.0	46195980.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	FAM21FP	pseudogene	prostate_cancer	46201879.0	46222679.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RP11-671E7.1	pseudogene	prostate_cancer	46221142.0	46221486.0	-	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	RASSF4	protein_coding	prostate_cancer	45454855.0	45491339.0	+	gene
46239994.0	1832	45479994.0	10	rs76934034	HAVANA	FAM21C	protein_coding	prostate_cancer	46222648.0	46288409.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	RP11-109G10.2	pseudogene	prostate_cancer	51532102.0	51532572.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	RP11-481A12.2	pseudogene	prostate_cancer	51535126.0	51535474.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	MSMB	protein_coding	prostate_cancer	51549498.0	51562517.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	NCOA4	protein_coding	prostate_cancer	51565108.0	51590734.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	TIMM23	protein_coding	prostate_cancer	51592080.0	51623365.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	ENSEMBL	SNORA74	snoRNA	prostate_cancer	51611024.0	51611224.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	PARGP1	pseudogene	prostate_cancer	51623417.0	51732824.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	RP11-481A12.6	pseudogene	prostate_cancer	51654977.0	51655307.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	LINC00843	lincRNA	prostate_cancer	51732523.0	51741813.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	ENSEMBL	RNA5SP317	rRNA	prostate_cancer	51739425.0	51739540.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	AGAP6	protein_coding	prostate_cancer	51748078.0	51770259.0	+	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	RP11-324H6.5	pseudogene	prostate_cancer	51780942.0	51827563.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	SLC9A3P3	pseudogene	prostate_cancer	51784895.0	51787123.0	-	gene
51849994.0	1835	51489994.0	10	rs3123078	HAVANA	FAM21A	protein_coding	prostate_cancer	51827648.0	51893269.0	+	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	RP11-109G10.2	pseudogene	prostate_cancer	51532102.0	51532572.0	-	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	RP11-481A12.2	pseudogene	prostate_cancer	51535126.0	51535474.0	+	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	MSMB	protein_coding	prostate_cancer	51549498.0	51562517.0	+	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	NCOA4	protein_coding	prostate_cancer	51565108.0	51590734.0	+	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	TIMM23	protein_coding	prostate_cancer	51592080.0	51623365.0	-	gene
51849994.0	1835	51489994.0	10	rs10993994	ENSEMBL	SNORA74	snoRNA	prostate_cancer	51611024.0	51611224.0	-	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	PARGP1	pseudogene	prostate_cancer	51623417.0	51732824.0	+	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	RP11-481A12.6	pseudogene	prostate_cancer	51654977.0	51655307.0	-	gene
51849994.0	1835	51489994.0	10	rs10993994	HAVANA	LINC00843	lincRNA	prostate_cancer	51732523.0	51741813.0	+	gene
